,rating,country,votes_norm,popularity_norm,score,votes,budget_norm,company,score_norm,genre,year,writer,popularity,budget,isprofit,profitability_ratio
389,3,0,-0.2451885265908393,-0.8069862343982723,7.5,69760,-0.4893175680331609,10,1.4412848275712806,3,2014,370,7.107071,20000000,1,1.6038454
390,3,1,-0.7371333661743217,-0.7325788462503674,7.0,29268,-0.5208190020748772,10,0.7652306567790664,3,2014,453,7.399209,19000000,0,-0.871786211
391,3,1,-0.744775204169432,0.0429399747208142,7.4,28639,-0.8043319084503229,10,1.3060739934128385,3,2014,358,10.444048,10000000,1,0.2547189
392,2,1,-0.2873826495749703,3.0375837943707538,6.7,66287,3.0388430446390533,10,0.3595981543037382,2,2014,319,22.201607,132000000,0,-0.368568788
393,4,1,-0.6479704901073657,0.8274142830803823,7.0,36607,-0.9618390786589038,10,0.7652306567790664,3,2014,378,13.524048,5000000,0,-0.5098308
394,3,1,-0.5650765940173208,-1.1917408281134505,6.8,43430,-0.33181039782458,13,0.4948089884621806,6,2014,423,5.596449,25000000,1,0.1532458
395,4,1,-0.78433295379118,-0.8888303371096459,6.7,25383,-0.6153233042000257,11,0.3595981543037382,4,2014,192,6.785735,16000000,0,-0.971177375
396,4,1,-0.6621850377294313,-0.2159615075840184,6.3,35437,-0.8043319084503229,10,-0.1812451823300335,4,2014,354,9.42755,10000000,0,-0.2425934
397,3,1,-0.7539599887867666,-0.4295585797832826,6.0,27883,0.2982182830097439,10,-0.5868776848053618,6,2014,118,8.588926,45000000,0,-0.668791467
398,3,1,-0.557459054394214,-0.7043199421878693,6.8,44057,-0.9303376446171876,10,0.4948089884621806,5,2014,402,7.510159,6000000,0,-0.446815167
399,2,1,-0.6890468879793344,-0.6149599133838392,6.2,33226,-0.2373060956994314,18,-0.3164560164884759,4,2014,399,7.861004,28000000,1,1.391219607
400,4,1,-0.4260291602271164,0.7730379879374274,6.3,54875,-0.6468247382417419,10,-0.1812451823300335,0,2014,320,13.310556,15000000,1,0.665657867
401,4,1,-0.9268307564058856,-0.9257696531537032,5.8,13654,-1.0563433807840523,10,-0.8572993531222477,6,2014,414,6.640704,2000000,0,-0.978359
402,0,1,-0.3084857856600367,-0.5323517123201674,6.3,64550,2.125301457429284,10,-0.1812451823300335,2,2014,116,8.18534,103000000,1,0.277072184
403,4,1,-0.7006007638670132,-1.0509312555552184,6.7,32275,-0.9303376446171876,10,0.3595981543037382,4,2014,6,6.149295,6000000,0,-0.401928
404,4,1,-0.669292311540464,0.6781698288111295,6.4,34852,-0.9618390786589038,10,-0.04603434817159,4,2014,26,12.938085,5000000,0,-0.9119324
405,2,1,-0.5279486815959259,0.3281679563551826,6.8,46486,0.7707397936354868,10,0.4948089884621806,2,2014,163,11.563909,60000000,0,-0.152711583
406,3,1,-0.938202394503538,-1.0141985007657324,6.9,12718,-0.8988362105754715,10,0.6300198226206241,6,2014,151,6.293515,7000000,1,1.088389571
407,2,1,-0.6254701976320963,-0.2092394796793998,7.0,38459,-0.33181039782458,18,0.7652306567790664,3,2014,474,9.453942,25000000,1,0.45791836
408,4,1,-0.6852077452027765,0.2235929464607384,7.0,33542,-1.087844814825769,10,0.7652306567790664,6,2014,380,11.153327,1000000,0,-0.990163
409,4,0,-0.6446659115148856,-0.9459752152824282,6.4,36879,-0.8515840595128972,10,-0.04603434817159,0,2014,211,6.561373,8500000,0,-0.869506
410,2,1,-0.9536683082837852,-1.056532860575917,5.4,11445,-0.9618390786589038,10,-1.3981426897560183,4,2014,231,6.127302,5000000,1,1.0859414
411,4,1,-0.8677249665072974,-0.1865554371952699,6.1,18519,-0.7255783233460324,12,-0.4516668506469194,4,2014,281,9.543004,12500000,1,2.89101472
412,3,0,-0.822335607604702,-0.8489943242120257,4.9,22255,-0.6468247382417419,10,-2.0741968605482324,6,2014,230,6.942139,15000000,1,0.766438867
413,4,1,-0.9115349312296632,0.1755202080247934,7.5,14913,-0.9618390786589038,10,1.4412848275712806,4,2014,62,10.964584,5000000,0,-0.992512
414,2,1,-0.7722202153474199,-0.7718670006293895,6.4,26380,0.4557254532183249,18,-0.04603434817159,1,2014,176,7.244956,50000000,1,0.02366226
415,2,1,-0.8891318322424079,0.5442325568334689,5.8,16757,-0.7098276063251743,10,-0.8572993531222477,1,2014,159,12.412221,13000000,1,1.993607923
416,2,1,-0.9268429055918874,-0.93162672172352,6.7,13653,-0.6468247382417419,10,0.3595981543037382,6,2014,421,6.617708,15000000,1,1.008530867
417,1,0,-0.9434751412283042,-0.734340092952415,6.3,12284,-0.9618390786589038,10,-0.1812451823300335,4,2014,144,7.392294,5000000,0,-0.9855454
418,4,1,-0.9764601812230972,-1.0209949009099748,6.3,9569,-1.0248419467423362,10,-0.1812451823300335,6,2014,339,6.266831,3000000,0,-0.804786667
419,3,1,0.939235616721264,2.616391897228979,6.1,167250,2.3458114957212968,10,-0.4516668506469194,0,2015,59,20.547925,110000000,1,0.410825745
420,4,1,2.0690370197694303,0.7303771034313604,7.8,260244,-0.2373060956994314,10,1.8469173300466089,3,2015,65,13.143061,28000000,1,1.509281071
421,4,1,1.2633151533183546,0.7595162487957062,7.0,193925,0.9282469638440678,16,0.7652306567790664,0,2015,365,13.257467,65000000,1,0.705010954
422,3,1,1.48825733214104,1.1159446977933836,7.3,212440,1.2432613042612295,19,1.1708631592543948,0,2015,156,14.656875,75000000,0,-0.394065213
423,4,0,0.3339874684853181,0.2471103655477746,7.1,117432,-0.6468247382417419,10,0.9004414909375088,3,2015,103,11.245661,15000000,0,-0.152907133
424,4,1,2.399215447739407,1.1097083817413755,8.1,287421,-0.4893175680331609,10,2.252549832521937,5,2015,252,14.63239,20000000,1,1.2527888
425,4,0,-0.0968955622532915,-0.4867959138566933,7.2,81966,-0.7476293271752338,10,1.0356523250959524,6,2015,385,8.364201,11800000,1,0.077245
426,4,1,-0.1110250655733446,-0.5625626329733371,6.6,80803,-0.4893175680331609,10,0.2243873201452946,4,2015,453,8.066726,20000000,0,-0.3174631
427,3,1,0.3497206643576043,0.0678949175079744,7.2,118727,-0.33181039782458,10,1.0356523250959524,6,2015,167,10.542026,25000000,1,0.699127
428,4,1,0.6131150168758769,0.0853912415789006,6.9,140407,0.5502297553434735,10,0.6300198226206241,3,2015,298,10.61072,53000000,1,0.18067317
429,4,1,0.1529281495010092,0.8194258895065546,6.5,102529,0.6132326234269059,10,0.0891764859868523,6,2015,154,13.492684,55000000,0,-0.435328273
430,4,1,-0.2061896395251725,0.1136830018705475,5.7,72970,-0.016796057407418,16,-0.99251018728069,0,2015,437,10.721799,35000000,0,-0.358159143
431,3,1,-0.3580666137332411,-0.4286612736182338,6.5,60469,-0.8515840595128972,10,0.0891764859868523,4,2015,248,8.592449,8500000,1,3.002100471
432,2,1,-0.2018402309365405,0.3781677508356235,6.7,73328,1.4007684744698108,1,0.3595981543037382,2,2015,408,11.760218,80000000,1,1.121251375
433,3,1,-0.2077447353333985,-0.5772078513923873,6.1,72842,0.4557254532183249,11,-0.4516668506469194,4,2015,47,8.009226,50000000,1,2.00714274
434,3,1,1.675622078660265,0.874238230109221,7.6,227862,0.1407111128011629,4,1.576495661729723,6,2015,302,13.707888,40000000,1,0.80784385
435,4,0,0.384370142834639,1.515311144299561,7.2,121579,-0.174303227615999,17,1.0356523250959524,3,2015,0,16.224866,30000000,0,-0.4083139
436,3,1,-0.1840173750719508,0.7989890602765338,6.0,74795,1.7157828148869727,13,-0.5868776848053618,0,2015,79,13.412445,90000000,0,-0.695914889
437,3,0,0.1124227633711235,-0.5816938728187304,7.5,99195,-0.7728304744086067,10,1.4412848275712806,6,2015,350,7.991613,11000000,1,2.483412273
438,3,1,-0.5237936599833222,-0.4646126104927695,5.4,46828,0.0462068106760143,1,-1.3981426897560183,4,2015,57,8.451297,37000000,0,-0.432662243
439,4,1,-0.3138435766868153,-0.8531897335650449,7.0,64109,-0.8043319084503229,10,0.7652306567790664,4,2015,56,6.925667,10000000,0,-0.8021408
440,4,1,-0.2501818420375649,-0.459798026774938,7.0,69349,-0.9618390786589038,10,0.7652306567790664,5,2015,204,8.4702,5000000,0,-0.3561942
441,3,1,-0.3494042441139824,-0.0028121970192006,7.1,61182,-0.0482974914491342,5,0.9004414909375088,6,2015,346,10.264416,34000000,1,0.100949971
442,3,1,0.0566337012510171,0.3620465490993835,6.9,94603,2.030797155304134,19,0.6300198226206241,0,2015,64,11.696923,100000000,0,-0.74979242
443,3,1,-0.1616628728287026,-0.1560610360533975,6.3,76635,-0.7413290403668905,5,-0.1812451823300335,6,2015,422,9.662731,12000000,1,1.666692
444,4,1,0.1059472472321826,-0.534217385797029,6.0,98662,0.1407111128011629,10,-0.5868776848053618,4,2015,194,8.178015,40000000,1,1.260286325
445,4,1,-0.8143049956575351,1.1999392279675751,6.9,22916,-1.0563433807840523,10,0.6300198226206241,6,2015,384,14.986654,2000000,0,-0.261499
446,2,1,-0.364906605452235,0.5322797663084667,6.3,59906,0.7077369255520545,1,-0.1812451823300335,1,2015,96,12.365292,58000000,1,0.38069619
447,4,1,-0.684150766020623,2.6508985788187696,6.3,33629,-0.6468247382417419,10,-0.1812451823300335,0,2015,60,20.683405,15000000,0,-0.7576472
448,3,1,-0.7373034547783464,-0.8874511395837474,6.2,29254,-0.505068285054019,10,-0.3164560164884759,5,2015,39,6.79115,19500000,1,0.034879744
449,2,1,0.088221584855607,-0.2164105427157191,7.3,97203,-0.016796057407418,10,1.1708631592543948,1,2015,409,9.425787,35000000,0,-0.710357086
450,3,1,-0.6003699793524492,-0.2108018061103988,6.0,40525,0.1407111128011629,10,-0.5868776848053618,6,2015,311,9.447808,40000000,0,-0.8556231
451,3,1,-0.5533769278976208,1.3442669640392388,6.2,44393,-0.6468247382417419,10,-0.3164560164884759,4,2015,467,15.553313,15000000,1,1.839502
452,3,1,0.0819769032506996,0.5674387331916689,7.8,96689,-0.8673347765337552,10,1.8469173300466089,4,2015,205,12.503333,8000000,0,-0.157028
453,4,1,-0.2867873394608838,0.9520552798045316,6.6,66336,-0.174303227615999,19,0.2243873201452946,4,2015,117,14.013413,30000000,1,0.078713867
454,4,1,-0.2477155572792065,-0.5926540995840971,7.3,69552,-0.8988362105754715,10,1.1708631592543948,4,2015,398,7.948581,7000000,1,1.496301
455,4,1,-0.0573013650735382,1.671512968765941,6.6,85225,0.4557254532183249,19,0.2243873201452946,0,2015,43,16.838145,50000000,0,-0.47115498
456,3,1,-0.8657567983750113,2.426906712634839,6.0,18681,-0.6153233042000257,10,-0.5868776848053618,6,2015,338,19.803969,16000000,0,-0.997994063
457,4,1,-0.354810631884768,0.4938960496791147,6.7,60737,-0.3948132659080123,10,0.3595981543037382,4,2015,203,12.21459,23000000,1,1.80261787
458,4,0,-0.7562440357550985,-0.3188254465682161,6.2,27695,-1.0563433807840523,10,-0.3164560164884759,6,2015,310,9.023686,2000000,1,0.795005
459,1,1,-0.4499630566505942,0.3711197076340239,7.8,52905,-0.9303376446171876,10,1.8469173300466089,6,2015,61,11.732546,6000000,0,-0.986023167
460,4,1,-0.2739699482290214,-0.1886378599047336,6.1,67391,-0.2373060956994314,10,-0.4516668506469194,0,2015,311,9.534828,28000000,0,-0.484478429
461,3,0,-0.5818181723277535,0.3399073087404423,7.3,42052,-0.7728304744086067,10,1.1708631592543948,3,2015,19,11.61,11000000,1,2.027730636
462,3,1,-0.300965439524944,-0.2322795919957006,6.4,65169,-0.7413290403668905,10,-0.04603434817159,11,2015,191,9.363482,12000000,1,0.860919
463,4,1,-0.6997503208468897,0.2940183633953661,5.8,32345,0.1407111128011629,10,-0.8572993531222477,0,2015,195,11.429831,40000000,0,-0.733983875
464,4,0,-0.4343392034523239,-0.00855694313123,5.5,54191,0.7707397936354868,10,-1.262931855597576,0,2015,125,10.241861,60000000,0,-0.873238867
465,4,1,-0.683008742536457,1.8663027788211852,5.3,33723,-0.8043319084503229,10,-1.5333535239144618,8,2015,420,17.602928,10000000,1,1.7736779
466,4,1,-1.0013538633407144,-1.2535367729566722,6.0,7520,-1.0090912297214782,10,-0.5868776848053618,4,2015,315,5.353826,3500000,0,-0.824098857
467,4,1,-0.8659997820950466,0.4442248174901619,6.3,18661,-0.8673347765337552,10,-0.1812451823300335,1,2015,316,12.019571,8000000,1,2.683481875
468,2,1,-0.6230403604317433,0.5244851990166718,6.0,38659,1.2117598702195136,10,-0.5868776848053618,2,2015,152,12.334689,74000000,1,1.202622054
469,3,1,-0.9892168265249508,-0.4989305597895421,5.9,8519,-0.33181039782458,10,-0.7220885189638041,6,2015,73,8.316558,25000000,0,-0.99919668
470,4,1,-0.555126410681875,1.1861126135832871,5.4,44249,1.0857541340526489,10,-1.3981426897560183,5,2015,336,14.932368,70000000,0,-0.8986125
471,2,1,-0.9460872162186836,1.0270028854875115,5.1,12069,1.7157828148869727,5,-1.803775192231348,2,2015,412,14.307672,90000000,0,-0.045700144
472,4,1,-1.0328081058992848,-1.4173757604542725,5.2,4931,-0.8673347765337552,10,-1.6685643580729042,12,2015,63,4.710562,8000000,0,-0.99794275
473,4,1,-0.8958503321013841,0.4795274348635963,6.1,16204,-0.2373060956994314,10,-0.4516668506469194,4,2015,382,12.158176,28000000,0,-0.750059857
474,3,1,-0.6654653179499078,0.4445717181421054,5.6,35167,-0.8515840595128972,10,-1.1277210214391336,6,2015,226,12.020933,8500000,0,-0.977986824
475,3,1,-0.8688305424334579,1.656435015980039,6.0,18428,-0.5523204361165933,10,-0.5868776848053618,4,2015,115,16.778946,18000000,1,0.490119111
476,3,0,-0.7479582909018946,-0.55575808244667,6.9,28377,-0.6783261722834582,10,0.6300198226206241,3,2015,3,8.093442,14000000,0,-0.664760286
477,2,1,-0.7547982826208884,-0.8611009532052906,7.4,27814,-0.5838218701583096,10,1.3060739934128385,3,2015,75,6.894606,17000000,1,1.615858941
478,2,0,-0.4693774558814152,2.287558096126201,6.9,51307,-0.8043319084503229,8,0.6300198226206241,6,2015,333,19.256859,10000000,1,0.7737646
479,3,1,-0.9290054607002016,-1.1753891233742668,5.7,13475,-0.5838218701583096,10,-0.99251018728069,4,2015,454,5.660649,17000000,1,0.546145588
480,0,1,-0.6688427916583987,0.5254166349081235,7.1,34889,1.9992957212624185,10,0.9004414909375088,2,2015,81,12.338346,99000000,1,0.314933444
481,4,1,-0.7930439201544457,1.688126504540511,7.0,24666,-0.8043319084503229,10,0.7652306567790664,4,2015,86,16.903373,10000000,0,-0.4651683
482,4,1,-1.0385303725061164,-1.4317026045598653,5.7,4460,-0.7098276063251743,10,-0.99251018728069,3,2015,289,4.654312,13000000,0,-0.873348615
483,3,1,-1.0610306649813857,-1.438802097050519,5.6,2608,-0.9618390786589038,10,-1.1277210214391336,6,2015,353,4.626438,5000000,0,-0.9867258
484,4,0,-1.0108909743521002,-1.0951567587873414,5.2,6735,-0.8043319084503229,10,-1.6685643580729042,6,2015,323,5.975657,10000000,0,-0.9982528
485,2,1,-0.7614317381778524,1.7179281231762995,4.4,27268,-0.174303227615999,1,-2.7502510313404467,0,2015,270,17.02038,30000000,1,1.367939667
486,3,0,-0.8729248181160528,-1.1400561967661913,6.7,18091,-0.9303376446171876,10,0.3595981543037382,3,2015,11,5.799373,6000000,1,0.6696125
487,4,1,-0.7086556741861837,-0.9424043289826874,5.1,31612,-0.6783261722834582,11,-1.803775192231348,4,2015,250,6.575393,14000000,0,-0.122665929
488,4,1,-0.8584794359599539,-0.2775603150523474,4.6,19280,-0.8043319084503229,10,-2.479829363023562,8,2015,191,9.185701,10000000,1,0.8300124
489,4,1,-0.7762172975420008,-0.0066062000378124,5.4,26051,-0.016796057407418,10,-1.3981426897560183,4,2015,450,10.24952,35000000,0,-0.708171057
490,4,0,-0.9815992869018438,-1.5999450908617607,5.0,9146,-1.0248419467423362,10,-1.93898602638979,4,2015,189,3.993759,3000000,0,-0.779668667
491,4,0,-0.6914038300636769,-0.0365221787269948,6.9,33032,-1.0563433807840523,10,0.6300198226206241,13,2015,221,10.132064,2000000,0,-0.885453
492,4,1,-0.7980250864151696,0.2025960331384828,6.3,24256,-1.094145101634112,10,-0.1812451823300335,5,2015,239,11.070889,800000,0,-0.8399975
493,2,0,-0.7508619463563164,-0.080045220873905,7.4,28138,-0.33181039782458,10,1.3060739934128385,2,2015,295,9.961184,25000000,0,-0.22496072
494,4,1,-0.9947568553417556,0.0302918546952207,5.5,8063,-0.6468247382417419,10,-1.262931855597576,4,2015,334,10.394389,15000000,0,-0.801181267
495,3,1,-0.931070822320502,-1.3056291781246072,5.1,13305,-0.8673347765337552,10,-1.803775192231348,8,2015,74,5.149301,8000000,0,-0.785986125
496,4,1,1.1985964394869506,0.8125418727512482,7.4,188598,0.2667168489680277,19,1.3060739934128385,0,2016,38,13.465656,44000000,1,0.959045773
497,3,1,-0.6139284709304192,2.933030688629076,6.6,39409,-0.174303227615999,10,0.2243873201452946,1,2016,180,21.791111,30000000,0,-0.7141887
498,4,1,0.7592575752911123,2.198903075401892,7.5,152436,-0.4105639829288705,10,1.4412848275712806,5,2016,471,18.908782,22500000,0,-0.527150489
499,4,0,0.746999046615331,1.1440742145348926,7.4,151427,0.1407111128011629,9,1.3060739934128385,8,2016,58,14.767317,40000000,1,1.5617502
500,4,0,0.0568888341570541,0.715636372718273,7.1,94624,1.5582756446783916,10,0.9004414909375088,0,2016,453,13.085186,85000000,0,-0.528598976
501,4,0,-0.3863620679313526,-2.424674392715459,5.6,58140,0.1407111128011629,10,-1.1277210214391336,0,2016,369,0.75571,40000000,0,-0.3292483
502,4,1,0.5149617431676147,0.5833734949299483,7.6,132328,-0.7413290403668905,10,1.576495661729723,5,2016,460,12.565896,12000000,1,1.2385375
503,3,1,-0.1626955536388526,2.065794595437024,5.7,76550,2.3458114957212968,10,-0.99251018728069,0,2016,356,18.386172,110000000,0,-0.399980064
504,3,0,0.8950611764188453,2.25607647991316,6.7,163614,2.660825836138459,10,0.3595981543037382,0,2016,366,19.133256,120000000,1,0.353620083
505,4,1,-0.3653804237063038,-0.1925342521025532,7.4,59867,-0.8358333424920391,10,1.3060739934128385,4,2016,267,9.51953,9000000,1,0.584465889
506,3,1,-0.3371214170661977,1.8460325230319663,7.2,62193,-0.33181039782458,10,1.0356523250959524,3,2016,405,17.523343,25000000,0,-0.48859628
507,4,1,-0.4863377195398796,2.484415556322766,5.8,49911,-0.016796057407418,10,-0.8572993531222477,0,2016,79,20.02976,35000000,0,-0.132906857
508,4,1,1.2539116833529882,1.477296996573271,7.4,193151,0.4557254532183249,10,1.3060739934128385,4,2016,433,16.075615,50000000,0,-0.27476474
509,3,0,-0.4856330667517772,3.618880785061898,7.5,49969,0.2352154149263115,10,1.4412848275712806,6,2016,363,24.483893,43000000,0,-0.913232977
510,3,1,0.8172820876355436,2.0376546360180336,7.5,157212,0.7707397936354868,10,1.4412848275712806,3,2016,470,18.275689,60000000,1,1.08450055
511,4,1,0.4018771198631829,1.573562691585922,7.1,123020,0.1407111128011629,10,0.9004414909375088,4,2016,443,16.453573,40000000,1,0.075435825
512,4,1,-0.3198817221296927,1.08399367049258,6.3,63612,0.0777082447177305,16,-0.1812451823300335,4,2016,216,14.531429,38000000,1,0.586041447
513,4,0,-0.4773351727125715,-0.4871741425410807,6.8,50652,-0.8358333424920391,6,0.4948089884621806,3,2016,356,8.362716,9000000,1,0.550964333
514,4,1,-0.6667166841080897,2.4625547024635126,6.4,35064,2.2828086276378645,10,-0.04603434817159,0,2016,36,19.94393,108000000,0,-0.9039115
515,3,1,-0.6135153986063593,-0.2012908192198912,5.8,39443,0.1407111128011629,5,-0.8572993531222477,0,2016,324,9.48515,40000000,0,-0.62758005
516,3,1,-0.4070278333203554,1.095316079876936,6.8,56439,0.0147053766342981,9,0.4948089884621806,6,2016,22,14.575883,36000000,0,-0.139362361
517,3,1,-0.1070887293087726,1.1991868457900123,6.6,81127,-0.4893175680331609,10,0.2243873201452946,1,2016,196,14.9837,20000000,1,0.92811895
518,4,1,-0.3506920578301695,0.4997492977571707,6.0,61076,-0.0797989254908504,16,-0.5868776848053618,1,2016,28,12.237571,33000000,1,0.394154939
519,3,1,-0.0350440563183041,0.8694720392870351,6.3,87057,-0.5838218701583096,1,-0.1812451823300335,6,2016,35,13.689175,17000000,1,2.242448412
520,4,0,0.0261513935725878,1.0465846886613102,7.3,92094,0.1407111128011629,10,1.1708631592543948,3,2016,273,14.384554,40000000,0,-0.460312025
521,3,1,-0.223198499927644,1.7790109095573765,6.1,71570,2.5033186659298776,17,-0.4516668506469194,0,2016,132,17.260203,115000000,0,-0.583025913
522,4,0,-0.823526227832875,0.0324858357641198,6.5,22157,-0.8043319084503229,10,0.0891764859868523,0,2016,25,10.403003,10000000,0,-0.8201528
523,3,0,-0.6967130243464483,-0.4564754724396943,7.2,32595,-0.4893175680331609,10,1.0356523250959524,6,2016,113,8.483245,20000000,0,-0.37270105
524,3,1,0.2044892948925013,0.2798086810371257,6.3,106773,0.4557254532183249,9,-0.1812451823300335,0,2016,162,11.374041,50000000,1,1.54881742
525,4,0,-0.48289949990138,0.3130105373406414,7.0,50194,-0.2373060956994314,10,0.7652306567790664,3,2016,123,11.504398,28000000,0,-0.449076071
526,4,1,-0.244374531128721,-0.2747644791812879,7.0,69827,-1.0248419467423362,10,0.7652306567790664,1,2016,93,9.196678,3000000,1,0.402959667
527,3,1,-0.1628777914288791,0.1306113461662651,5.2,76535,0.0777082447177305,1,-1.6685643580729042,0,2016,458,10.788263,38000000,0,-0.081237316
528,3,1,-0.3068577947358002,0.7061080662651135,6.0,64684,3.133347346764202,11,-0.5868776848053618,0,2016,249,13.047776,135000000,0,-0.392210363
529,3,1,-0.6591112936709846,-0.023555429688493,6.1,35690,-0.8358333424920391,10,-0.4516668506469194,8,2016,327,10.182974,9000000,1,2.878320556
530,4,1,-0.0802025806868659,-0.0920609221632458,5.7,83340,-0.016796057407418,10,-0.99251018728069,4,2016,28,9.914008,35000000,1,0.579766143
531,2,1,-0.0894967079782164,0.5212105281781725,7.8,82575,0.7707397936354868,10,1.8469173300466089,2,2016,291,12.321832,60000000,0,-0.1996152
532,3,0,0.0536935982385899,0.2460164314067341,6.3,94361,-0.4263146999497285,10,-0.1812451823300335,4,2016,210,11.241366,22000000,1,0.367282955
533,4,1,-0.9085583806592308,-0.6118008760959873,6.8,15158,-0.9303376446171876,10,0.4948089884621806,3,2016,37,7.873407,6000000,0,-0.1920225
534,3,1,-0.4752212143482643,-0.2620239032550663,6.7,50826,-0.174303227615999,10,0.3595981543037382,4,2016,489,9.2467,30000000,0,-0.629893167
535,3,0,-0.6593421282050181,0.1410165828284124,6.9,35671,-0.2058046616577152,10,0.6300198226206241,3,2016,345,10.829116,29000000,0,-0.056203207
536,3,1,-0.3813930508566306,0.6131812263525547,6.7,58549,-0.5523204361165933,19,0.3595981543037382,6,2016,197,12.682927,18000000,0,-0.794011444
537,2,1,-0.6242917265899252,2.5153047416133254,5.7,38556,2.188304325512716,10,-0.99251018728069,2,2016,322,20.151037,105000000,0,-0.389876114
538,3,1,-0.4724633491258636,-0.0306526298840903,4.7,51053,0.4557254532183249,10,-2.3446185288651185,4,2016,258,10.155109,50000000,0,-0.42302614
539,4,1,-0.6078538779295366,-0.9010401193804708,7.0,39909,-0.8043319084503229,10,0.7652306567790664,4,2016,395,6.737797,10000000,0,-0.6630569
540,2,1,-0.9804086666736708,1.152702922527946,5.7,9244,2.81833300634704,10,-0.99251018728069,0,2016,114,14.801195,125000000,0,-0.733038672
541,4,1,-0.63884645142004,-0.5212524196546826,5.8,37358,0.2982182830097439,10,-0.8572993531222477,4,2016,257,8.228918,45000000,1,0.216233644
542,2,1,-0.4087530177326061,2.163421913713471,6.4,56297,3.2908545169727828,18,-0.04603434817159,1,2016,314,18.769476,140000000,0,-0.603687357
543,4,1,-0.3209994472418551,-0.3505859586798465,6.1,63520,0.0777082447177305,9,-0.4516668506469194,4,2016,1,8.898988,38000000,1,0.231930684
544,2,0,-0.3701793521770011,0.2283303562449875,6.3,59472,1.1802584361777977,1,-0.1812451823300335,2,2016,238,11.171927,73000000,1,0.472731041
545,4,0,-0.9475937152829028,-0.926808572213378,5.0,11945,-1.0720940978049105,10,-1.93898602638979,8,2016,403,6.636625,1500000,0,-0.48012
546,4,1,-0.2058616115031249,0.4274785833017424,6.5,72997,-0.2688075297411476,15,0.0891764859868523,5,2016,187,11.953822,27000000,1,0.518965741
547,4,1,-0.6734108855950623,-0.0132125943917833,6.9,34513,0.4557254532183249,10,0.6300198226206241,0,2016,140,10.223582,50000000,0,-0.58483244
548,5,0,-0.8906018837486215,-0.1695224114252875,7.4,16636,-0.8673347765337552,10,1.3060739934128385,3,2016,177,9.609879,8000000,0,-0.99561625
549,3,0,-1.0048042321652155,-1.0255079204780992,6.8,7236,-0.6783261722834582,10,0.4948089884621806,3,2016,155,6.249112,14000000,0,-0.721335571
550,4,0,-0.735092302926025,-0.2982312130776221,6.1,29436,-0.174303227615999,10,-0.4516668506469194,4,2016,98,9.104543,30000000,0,-0.860062467
551,4,1,-0.6725968901329441,-0.5943088819157243,6.3,34580,-0.6468247382417419,9,-0.1812451823300335,0,2016,246,7.942084,15000000,1,0.371088467
552,4,1,-0.933391316846839,-0.7173091047780386,5.5,13114,-0.3003089637828637,10,-1.262931855597576,4,2016,229,7.459161,26000000,0,-0.320577962
553,3,1,-0.8710052467277739,-1.2276086235681345,7.7,18249,-0.8673347765337552,10,1.7117064958881665,4,2016,457,5.455625,8000000,0,-0.914357125
554,3,0,-0.9609213723268392,0.12213851423708,6.6,10848,-0.8043319084503229,10,0.2243873201452946,3,2016,105,10.754997,10000000,0,-0.5927774
555,3,1,-0.8237084656229015,-1.00109523282162,6.0,22142,-0.5523204361165933,10,-0.5868776848053618,4,2016,343,6.344961,18000000,1,2.309615833
556,3,1,-1.0518215819920476,-0.760680346052292,6.0,3366,-0.5838218701583096,10,-0.5868776848053618,4,2016,102,7.288877,17000000,1,1.453874118
557,3,1,-0.9982193733522589,1.4349063481844673,5.2,7778,-0.9618390786589038,10,-1.6685643580729042,8,2016,411,15.909181,5000000,0,-0.0418854
558,3,1,-0.9779059343573072,0.4869170300286732,4.4,9450,-0.99334051270062,10,-2.7502510313404467,8,2016,153,12.187189,4000000,1,1.68321025
559,2,1,-1.0373640506499469,-0.0135791069014356,6.1,4556,-0.8515840595128972,10,-0.4516668506469194,2,2016,67,10.222143,8500000,1,1.351199529
560,4,1,-0.6512993670718494,-0.9645927263356264,6.5,36333,-1.0090912297214782,10,0.0891764859868523,2,2016,46,6.488277,3500000,1,0.078571429
