budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
3000000,Vista Organization,Amy Holden Jones,9868521,Maid to Order,31.07.1987 00:00,5.5,Ally Sheedy,2786,Amy Holden Jones,1987,1,2.289507,229
1000000,Commies From Mars Corporation,Alex Cox,210200,Straight to Hell,26.06.1987 00:00,5.8,Sy Richardson,1924,Alex Cox,1987,0,-0.7898,-80
100000,Silent Night Releasing Corporation,Lee Harry,154323,"Silent Night, Deadly Night 2",10.04.1987 00:00,3.5,Eric Freeman,4329,Michael Hickey,1987,1,0.54323,50
8000000,De Laurentiis Entertainment Group (DEG),Tom McLoughlin,1988962,Date with an Angel,20.11.1987 00:00,5.8,Phoebe Cates,2163,Tom McLoughlin,1987,0,-0.75137975,-80
5800000,In-Cine Compañía Industrial Cinematográfica,Alex Cox,257043,Walker,4.12.1987 00:00,6.6,Ed Harris,2684,Rudy Wurlitzer,1987,0,-0.955682241,-100
19000000,TriStar Pictures,Roger Young,2228951,The Squeeze,10.07.1987 00:00,4.6,Michael Keaton,770,Daniel Taplitz,1987,0,-0.882686789,-90
5000000,Golan-Globus Productions,Peter R. Hunt,6075793,Assassination,9.01.1987 00:00,5.1,Charles Bronson,2255,Richard Sale,1987,1,0.2151586,20
75000,Titan Productions,David DeCoteau,13133,Creepozoids,2.10.1987 00:00,3.5,Linnea Quigley,1447,Dave Eisenstark,1987,0,-0.824893333,-80
12000000,TriStar Pictures,Robert Benton,5669831,Nadine,7.08.1987 00:00,5.5,Jeff Bridges,3267,Robert Benton,1987,0,-0.527514083,-50
1100000,Conquest Productions,Jeff Burr,1355728,From a Whisper to a Scream,4.09.1987 00:00,6,Vincent Price,1489,C. Courtney Joyner,1987,1,0.23248,20
5000000,Golan-Globus Productions,Norman Mailer,858250,Tough Guys Don't Dance,18.09.1987 00:00,4.8,Ryan O'Neal,1025,Norman Mailer,1987,0,-0.82835,-80
4000000,New World Entertainment Films,Bill Condon,743445,"Sister, Sister",9.02.1988 00:00,5.5,Eric Stoltz,695,Bill Condon,1987,0,-0.81413875,-80
15000000,Cannon Group,Jerry Belson,5711976,Surrender,9.10.1987 00:00,5.4,Sally Field,692,Jerry Belson,1987,0,-0.6192016,-60
14000000,Paramount Pictures,Michael Apted,20240502,Critical Condition,16.01.1987 00:00,5.2,Richard Pryor,2453,Denis Hamill,1987,1,0.445750143,40
12000000,De Laurentiis Entertainment Group (DEG),John D. Hancock,2325444,Weeds,16.10.1987 00:00,6,Nick Nolte,717,Dorothy Tristan,1987,0,-0.806213,-80
15000000,"Geffen Company, The",Tim Burton,73707461,Beetlejuice,30.03.1988 00:00,7.5,Alec Baldwin,206997,Michael McDowell,1988,1,3.913830733,390
39000000,Eddie Murphy Productions,John Landis,128152300,Coming to America,29.06.1988 00:00,7,Eddie Murphy,130485,Eddie Murphy,1988,1,2.28595641,229
9000000,United Artists,Tom Holland,33244684,Child's Play,9.11.1988 00:00,6.6,Catherine Hicks,67682,Don Mancini,1988,1,2.693853778,270
28000000,Twentieth Century Fox Film Corporation,John McTiernan,83008852,Die Hard,20.07.1988 00:00,8.2,Bruce Willis,647000,Roderick Thorp,1988,1,1.964601857,200
35000000,Metro-Goldwyn-Mayer (MGM),Ron Howard,57269863,Willow,20.05.1988 00:00,7.3,Val Kilmer,86056,George Lucas,1988,1,0.6362818,60
3000000,New World Pictures,Michael Lehmann,1108462,Heathers,31.03.1989 00:00,7.3,Winona Ryder,67238,Daniel Waters,1988,0,-0.630512667,-60
25000000,United Artists,Barry Levinson,172825435,Rain Man,16.12.1988 00:00,8,Dustin Hoffman,408473,Barry Morrow,1988,1,5.9130174,590
4000000,Alive Films,John Carpenter,13008928,They Live,4.11.1988 00:00,7.3,Roddy Piper,83379,Ray Nelson,1988,1,2.252232,229
70000000,Touchstone Pictures,Robert Zemeckis,156452370,Who Framed Roger Rabbit,22.06.1988 00:00,7.7,Bob Hoskins,153513,Gary K. Wolf,1988,1,1.235033857,120
18000000,American Entertainment Partners II L.P.,Penny Marshall,114968774,Big,3.06.1988 00:00,7.3,Tom Hanks,164257,Gary Ross,1988,1,5.387154111,540
20000000,Touchstone Pictures,Roger Donaldson,78222753,Cocktail,29.07.1988 00:00,5.8,Tom Cruise,65825,Heywood Gould,1988,1,2.91113765,290
5000000,Cristaldifilm,Giuseppe Tornatore,11990401,Cinema Paradiso,23.02.1990 00:00,8.5,Philippe Noiret,171600,Giuseppe Tornatore,1988,1,1.3980802,140
19000000,TriStar Pictures,Chuck Russell,8247943,The Blob,5.08.1988 00:00,6.4,Shawnee Smith,24931,Theodore Simonson,1988,0,-0.565897737,-60
3500000,De Laurentiis Entertainment Group (DEG),Stan Winston,4385516,Pumpkinhead,13.01.1989 00:00,6.2,Lance Henriksen,15572,Ed Justin,1988,1,0.253004571,30
7500000,Metro-Goldwyn-Mayer (MGM),Charles Crichton,63493712,A Fish Called Wanda,5.08.1988 00:00,7.6,John Cleese,114144,John Cleese,1988,1,7.465828267,750
2000000,Sarlui / Diamant,Stephen Chiodo,15625095,Killer Klowns from Outer Space,27.05.1988 00:00,6.1,Grant Cramer,25440,Charles Chiodo,1988,1,6.8125475,680
30000000,Universal Pictures,Martin Brest,38413606,Midnight Run,20.07.1988 00:00,7.6,Robert De Niro,58318,George Gallo,1988,1,0.280453533,30
3000000,Film Futures,Tony Randel,11090735,Hellbound: Hellraiser II,23.12.1988 00:00,6.5,Doug Bradley,33241,Clive Barker,1988,1,2.696911667,270
15000000,Orion Pictures,Alan Parker,34603943,Mississippi Burning,27.01.1989 00:00,7.8,Gene Hackman,70539,Chris Gerolmo,1988,1,1.306929533,130
12000000,Paramount Pictures,David Zucker,78041829,The Naked Gun: From the Files of Police Squad!,2.12.1988 00:00,7.6,Leslie Nielsen,124515,Jerry Zucker,1988,1,5.50348575,550
1100000,Cannon International,Newt Arnold,11806119,Bloodsport,29.04.1988 00:00,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988,1,9.732835455,969
28000000,Twentieth Century Fox Film Corporation,Mike Nichols,64000000,Working Girl,21.12.1988 00:00,6.7,Melanie Griffith,44277,Kevin Wade,1988,1,1.285714286,130
14000000,Paramount Pictures,John Cornell,109305000,Crocodile Dundee II,25.05.1988 00:00,5.5,Paul Hogan,46738,Paul Hogan,1988,1,6.8075,680
12500000,Universal Pictures,Don Bluth,48092846,The Land Before Time,18.11.1988 00:00,7.4,Pat Hingle,66623,Stu Krieger,1988,1,2.84742768,280
15000000,Universal Pictures,Ivan Reitman,111936400,Twins,9.12.1988 00:00,6,Arnold Schwarzenegger,94295,William Davies,1988,1,6.462426667,650
14000000,Lorimar Film Entertainment,Stephen Frears,34700000,Dangerous Liaisons,24.02.1989 00:00,7.7,Glenn Close,55823,Christopher Hampton,1988,1,1.478571429,150
17000000,The Saul Zaentz Company,Philip Kaufman,10006806,The Unbearable Lightness of Being,5.02.1988 00:00,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988,0,-0.411364353,-40
5000000,Trancas International Films,Dwight H. Little,17768757,Halloween 4: The Return of Michael Myers,21.10.1988 00:00,5.9,Donald Pleasence,32498,Dhani Lipsius,1988,1,2.5537514,260
13000000,Morgan Creek Productions,Christopher Cain,45661556,Young Guns,12.08.1988 00:00,6.8,Emilio Estevez,45768,John Fusco,1988,1,2.512427385,250
29000000,Carolco Pictures,Walter Hill,34994648,Red Heat,17.06.1988 00:00,6,Arnold Schwarzenegger,53769,Walter Hill,1988,1,0.206712,20
6000000,Night Life Inc.,Donald Petrie,12793213,Mystic Pizza,21.10.1988 00:00,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,1,1.132202167,110
63000000,Carolco Pictures,Peter MacDonald,53715611,Rambo III,25.05.1988 00:00,5.7,Sylvester Stallone,99555,David Morrell,1988,0,-0.147371254,-10
6000000,Paramount Pictures,Jonathan Kaplan,32069318,Acusados,14.10.1988 00:00,7.1,Kelly McGillis,26126,Tom Topor,1988,1,4.344886333,430
7000000,Universal Pictures,Martin Scorsese,7630564,The Last Temptation of Christ,12.03.2004 00:00,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988,1,0.090080571,10
2000000,New Line Cinema,John Waters,6671108,Hairspray,26.02.1988 00:00,7,Sonny Bono,17169,John Waters,1988,1,2.335554,229
13000000,New Line Cinema,Renny Harlin,49369899,A Nightmare on Elm Street 4: The Dream Master,19.08.1988 00:00,5.7,Robert Englund,39701,Wes Craven,1988,1,2.797684538,280
24000000,Hughes Entertainment,Howard Deutch,41455230,The Great Outdoors,17.06.1988 00:00,6.6,Dan Aykroyd,31340,John Hughes,1988,1,0.72730125,70
7000000,The Mount Company,Ron Shelton,50888729,Bull Durham,15.06.1988 00:00,7.1,Kevin Costner,39369,Ron Shelton,1988,1,6.269818429,630
7500000,Warner Bros.,Andrew Davis,18869631,Above the Law,22.04.1988 00:00,6,Steven Seagal,24061,Andrew Davis,1988,1,1.5159508,150
10000000,De Laurentiis Entertainment Group (DEG),Julien Temple,3916303,Earth Girls Are Easy,12.05.1989 00:00,5.2,Geena Davis,17315,Julie Brown,1988,0,-0.6083697,-60
31000000,Walt Disney Feature Animation,George Scribner,74151346,Oliver & Company,18.11.1988 00:00,6.7,Joey Lawrence,35531,Jim Cox,1988,1,1.391978903,140
31000000,Warner Bros.,Buddy Van Horn,37903295,The Dead Pool,13.07.1988 00:00,6.3,Clint Eastwood,33312,Harry Julian Fink,1988,1,0.222686935,20
7500000,NBC Productions,James Signorelli,5596267,Elvira: Mistress of the Dark,30.09.1988 00:00,6.4,Cassandra Peterson,9751,Sam Egan,1988,0,-0.253831067,-30
32000000,Paramount Pictures,Richard Donner,60328558,Scrooged,23.11.1988 00:00,7,Bill Murray,68098,Mitch Glazer,1988,1,0.885267438,90
23000000,Cinema City Films,Robert Towne,41292551,Tequila Sunrise,2.12.1988 00:00,6,Mel Gibson,24708,Robert Towne,1988,1,0.795328304,80
20000000,Warner Bros.,Roman Polanski,17637950,Frantic,26.02.1988 00:00,6.9,Harrison Ford,41608,Roman Polanski,1988,0,-0.1181025,-10
2800000,Paramount Pictures,John Carl Buechler,19170001,Friday the 13th Part VII: The New Blood,13.05.1988 00:00,5.3,Jennifer Banko,23959,Daryl Haney,1988,1,5.846428929,580
8000000,Twentieth Century Fox Film Corporation,Greg Beeman,22433275,License to Drive,6.07.1988 00:00,6.3,Corey Haim,14929,Neil Tolkin,1988,1,1.804159375,180
46630000,Prominent Features,Terry Gilliam,8083123,The Adventures of Baron Munchausen,10.03.1989 00:00,7.2,John Neville,43852,Charles McKeown,1988,0,-0.826654021,-80
13000000,Morgan Creek Productions,David Cronenberg,9134733,Dead Ringers,23.09.1988 00:00,7.3,Jeremy Irons,32130,David Cronenberg,1988,0,-0.297328231,-30
10500000,Metro-Goldwyn-Mayer (MGM),Gary Sherman,14114488,Poltergeist III,10.06.1988 00:00,4.6,Heather O'Rourke,14165,Gary Sherman,1988,1,0.344236952,30
7500000,Vista Organization,Tommy Lee Wallace,2983784,Fright Night Part 2,19.05.1989 00:00,5.9,William Ragsdale,9005,Tom Holland,1988,0,-0.602162133,-60
3000000,Front Films,Keenen Ivory Wayans,13030057,I'm Gonna Git You Sucka,23.02.1989 00:00,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988,1,3.343352333,330
22000000,Zacharias-Buhai Productions,Bud S. Smith,17550399,Johnny Be Good,25.03.1988 00:00,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988,0,-0.202254591,-20
1100000,Shapiro-Glickenhaus Entertainment,William Lustig,671382,Maniac Cop,13.05.1988 00:00,6,Tom Atkins,10850,Larry Cohen,1988,0,-0.389652727,-40
10000000,Orion Pictures,Jonathan Demme,21486757,Married to the Mob,19.08.1988 00:00,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988,1,1.1486757,110
6000000,Orion Pictures,Dennis Hopper,46616067,Colors,29.04.1988 00:00,6.7,Sean Penn,20490,Michael Schiffer,1988,1,6.7693445,680
17000000,Vision PDG,Neil Jordan,8578231,El Hotel de los Fantasmas,18.11.1988 00:00,5.7,Peter O'Toole,6979,Neil Jordan,1988,0,-0.495398176,-50
3000000,Double Play,Sidney Lumet,2835116,Running on Empty,9.09.1988 00:00,7.7,River Phoenix,11312,Naomi Foner,1988,0,-0.054961333,-10
1200000,Blue Rider Pictures,Kevin Tenney,3109904,Night of the Demons,14.10.1988 00:00,6.3,Cathy Podewell,9897,Joe Augustyn,1988,1,1.591586667,160
13000000,Mac and Me Joint Venture,Stewart Raffill,6424112,Mac and Me,12.08.1988 00:00,3.4,Christine Ebersole,8043,Stewart Raffill,1988,0,-0.505837538,-50
4500000,New Line Cinema,Mick Garris,3813293,Critters 2,29.04.1988 00:00,5.3,Scott Grimes,11122,David Twohy,1988,0,-0.152601556,-20
20000000,Weintraub Entertainment Group,Richard Benjamin,13854000,My Stepmother Is an Alien,9.12.1988 00:00,5.2,Dan Aykroyd,22281,Jerico,1988,0,-0.3073,-30
6200000,Lorimar Film Entertainment,Ken Wiederhorn,9205924,Return of the Living Dead II,15.01.1988 00:00,5.8,James Karen,14998,Ken Wiederhorn,1988,1,0.484826452,50
22000000,Universal Pictures,Michael Apted,24720479,Gorillas in the Mist,7.10.1988 00:00,7,Sigourney Weaver,20378,Harold T.P. Hayes,1988,1,0.123658136,10
2000000,Magellan Pictures,Robert Bierman,725131,Vampire's Kiss,2.06.1989 00:00,5.9,Nicolas Cage,10474,Joseph Minion,1988,0,-0.6374345,-60
2500000,White Lair,Ken Russell,1189315,The Lair of the White Worm,21.10.1988 00:00,5.9,Amanda Donohoe,7908,Ken Russell,1988,0,-0.524274,-50
7000000,Universal Pictures,Wes Craven,19595031,The Serpent and the Rainbow,5.02.1988 00:00,6.5,Bill Pullman,18528,Wade Davis,1988,1,1.799290143,180
5000000,Columbia Pictures Corporation,Ken Annakin,3569939,Las travesuras de una pelirojja,29.07.1988 00:00,5.9,Tami Erin,3474,Astrid Lindgren,1988,0,-0.2860122,-30
6000000,Orion Pictures,John Sayles,5680515,Eight Men Out,2.09.1988 00:00,7.3,John Cusack,15946,Eliot Asinof,1988,0,-0.0532475,-10
4700000,New Sky Communications Inc.,Frank LaLoggia,1705139,Lady in White,22.04.1988 00:00,6.7,Lukas Haas,5135,Frank LaLoggia,1988,0,-0.637204468,-60
700000,Laurenfilm,Pedro Almodóvar,7179298,Women on the Verge of a Nervous Breakdown,11.11.1988 00:00,7.6,Carmen Maura,27755,Pedro Almodóvar,1988,1,9.25614,930
3000000,Spacegate Productions,Don Coscarelli,7282851,Phantasm II,8.07.1988 00:00,6.5,James Le Gros,10789,Don Coscarelli,1988,1,1.427617,140
25000000,United Artists,James Bridges,16118077,Luces de una gran ciudad,1.04.1988 00:00,5.6,Michael J. Fox,6165,Jay McInerney,1988,0,-0.35527692,-40
7000000,Orion Pictures,George A. Romero,5344577,Monkey Shines,29.07.1988 00:00,6.2,Jason Beghe,8595,Michael Stewart,1988,0,-0.236489,-20
19000000,Cornelius Productions,George Roy Hill,25537221,Funny Farm,3.06.1988 00:00,6.1,Chevy Chase,16321,Jay Cronley,1988,1,0.344064263,30
16000000,American Entertainment Partners II L.P.,Graham Baker,25216243,Alien Nation,7.10.1988 00:00,6.3,James Caan,12143,Rockne S. O'Bannon,1988,1,0.576015188,60
7000000,Lorimar Film Entertainment,Craig R. Baxley,20257000,Action Jackson,12.02.1988 00:00,5.2,Carl Weathers,8065,Robert Reneau,1988,1,1.893857143,190
22000000,Esparza,Robert Redford,13825794,The Milagro Beanfield War,18.03.1988 00:00,6.9,Rubén Blades,5289,John Nichols,1988,0,-0.371554818,-40
23000000,Lucasfilm,Francis Ford Coppola,19652638,Tucker: The Man and His Dream,12.08.1988 00:00,6.9,Jeff Bridges,12469,Arnold Schulman,1988,0,-0.145537478,-10
6500000,Columbia Pictures Corporation,Spike Lee,14545844,School Daze,12.02.1988 00:00,5.8,Laurence Fishburne,5042,Spike Lee,1988,1,1.237822154,120
3700000,Hemdale,Steve De Jarnatt,1145404,Miracle Mile,19.05.1989 00:00,7,Anthony Edwards,6985,Steve De Jarnatt,1988,0,-0.690431351,-70
17500000,Zanuck/Brown Productions,Daniel Petrie,18924919,Cocoon: The Return,23.11.1988 00:00,5.3,Don Ameche,12956,David Saperstein,1988,1,0.081423943,10
4000000,Producers Representative Organization,Martin Donovan,670774,Apartment Zero,15.09.1989 00:00,6.9,Hart Bochner,3259,Martin Donovan,1988,0,-0.8323065,-80
10000000,Jack Rollins & Charles H. Joffe Productions,Woody Allen,1562749,Another Woman,18.11.1988 00:00,7.4,Gena Rowlands,10826,Woody Allen,1988,0,-0.8437251,-80
9000000,"Malpaso Company, The",Clint Eastwood,2181286,Bird,30.09.1988 00:00,7.2,Forest Whitaker,9685,Joel Oliansky,1988,0,-0.757634889,-80
15000000,Cannon Entertainment,Fred Schepisi,6908797,A Cry in the Dark,11.11.1988 00:00,6.9,Meryl Streep,7622,John Bryson,1988,0,-0.539413533,-50
20000000,Rastar Pictures,Mike Nichols,43184798,Biloxi Blues,25.03.1988 00:00,6.6,Matthew Broderick,12590,Neil Simon,1988,1,1.1592399,120
4000000,Cineplex-Odeon Films,Oliver Stone,3468572,Talk Radio,13.01.1989 00:00,7.3,Eric Bogosian,10745,Stephen Singular,1988,0,-0.132857,-10
20000000,"Guber-Peters Company, The",Allan Arkush,11798302,Caddyshack II,22.07.1988 00:00,3.7,Jackie Mason,12956,Brian Doyle-Murray,1988,0,-0.4100849,-40
18000000,Imagine Entertainment,Ken Kwapis,1883811,Vibes,5.08.1988 00:00,5.5,Cyndi Lauper,2850,Deborah Blum,1988,0,-0.895343833,-90
19000000,United Artists,Costa-Gavras,25816139,Betrayed,26.08.1988 00:00,6.3,Debra Winger,4580,Joe Eszterhas,1988,1,0.358744158,40
16000000,Abramoff Production,Joseph Zito,4192440,Escorpion rojo,21.04.1989 00:00,5,Dolph Lundgren,6925,Robert Abramoff,1988,0,-0.7379725,-70
6000000,Aspen Film Society,Paul Golding,40397,Pulse,4.03.1988 00:00,5.5,Cliff De Young,1781,Paul Golding,1988,0,-0.993267167,-100
14000000,Weintraub Entertainment Group,David Anspaugh,6640346,Fresh Horses,18.11.1988 00:00,5,Molly Ringwald,1439,Larry Ketron,1988,0,-0.525689571,-50
5000000,Helpern / Meltzer,Mark Goldblatt,3588626,Dead Heat,29.06.1988 00:00,6,Treat Williams,5127,Terry Black,1988,0,-0.2822748,-30
210000,Miracle Pictures,Jim Wynorski,107352,Not of This Earth,20.05.1988 00:00,4.5,Traci Lords,1724,R.J. Robertson,1988,0,-0.4888,-50
15000000,Columbia Pictures Corporation,Richard Benjamin,1733070,Little Nikita,18.03.1988 00:00,6,Sidney Poitier,4132,John Hill,1988,0,-0.884462,-90
15000000,Columbia Pictures Corporation,David Seltzer,21032267,Punchline,7.10.1988 00:00,5.8,Sally Field,6938,David Seltzer,1988,1,0.402151133,40
8000000,Hemdale,Harold Becker,784990,The Boost,23.12.1988 00:00,6.1,James Woods,1629,Ben Stein,1988,0,-0.90187625,-90
20000000,Universal Pictures,Paul Mazursky,11444204,Moon Over Parador,9.09.1988 00:00,5.9,Richard Dreyfuss,4778,Charles G. Booth,1988,0,-0.4277898,-40
6000000,Touchstone Pictures,John R. Cherry III,28202109,Ernest Saves Christmas,11.11.1988 00:00,5.6,Jim Varney,8513,Ed Turner,1988,1,3.7003515,370
3000000,Atlantic Entertainment Group,James B. Harris,1884315,Cop,11.03.1988 00:00,6.4,James Woods,3419,James Ellroy,1988,0,-0.371895,-40
4000000,Warner Bros.,Joan Micklin Silver,16262415,Crossing Delancey,16.09.1988 00:00,6.9,Amy Irving,2935,Susan Sandler,1988,1,3.06560375,310
6000000,Shapiro-Glickenhaus Entertainment,James Glickenhaus,10068039,Shakedown,6.05.1988 00:00,5.9,Peter Weller,2087,James Glickenhaus,1988,1,0.6780065,70
19000000,Orion Pictures,Michael Ritchie,11005304,The Couch Trip,15.01.1988 00:00,5.7,Dan Aykroyd,3961,Ken Kolb,1988,0,-0.420773474,-40
8000000,Paramount Pictures,Marisa Silver,1893139,Permanent Record,22.04.1988 00:00,6.4,Alan Boyce,1550,Jarre Fees,1988,0,-0.763357625,-80
6000000,TriStar Pictures,Pen Densham,1869148,The Kiss,14.10.1988 00:00,5.5,Joanna Pacula,1258,Tom Ropelewski,1988,0,-0.688475333,-70
14000000,Touchstone Pictures,Leonard Nimoy,4764606,The Good Mother,4.11.1988 00:00,5.9,Diane Keaton,1361,Michael Bortman,1988,0,-0.659671,-70
19000000,Cecchi Gori Group Tiger Cinematografica,Blake Edwards,4594452,Sunset,29.04.1988 00:00,5.7,Bruce Willis,3333,Rod Amateau,1988,0,-0.758186737,-80
1000000,Cinema Group,Rowdy Herrington,492519,Jack's Back,6.05.1988 00:00,6,James Spader,1968,Rowdy Herrington,1988,0,-0.507481,-50
5000000,HandMade Films,Nicolas Roeg,429028,Track 29,12.07.1988 00:00,5.9,Theresa Russell,1563,Dennis Potter,1988,0,-0.9141944,-90
4000000,No Frills Film Production,Andrew Fleming,9797098,Bad Dreams,8.04.1988 00:00,5.6,Jennifer Rubin,2583,Andrew Fleming,1988,1,1.4492745,140
13000000,Silver Screen Partners III,Chris Columbus,5509417,Heartbreak Hotel,30.09.1988 00:00,5.7,David Keith,1017,Chris Columbus,1988,0,-0.576198692,-60
18000000,TriStar Pictures,Ted Kotcheff,9129999,Switching Channels,4.03.1988 00:00,5.9,Kathleen Turner,2789,Ben Hecht,1988,0,-0.492777833,-50
14000000,Orion Pictures,Peter Yates,459824,The House on Carroll Street,4.03.1988 00:00,6.2,Kelly McGillis,1844,Walter Bernstein,1988,0,-0.967155429,-100
13000000,Crescent Moon,Peter Bogdanovich,259019,Illegally Yours,13.05.1988 00:00,4.2,Rob Lowe,734,Michael Kaplan,1988,0,-0.980075462,-100
5000000,Cinetel Films,Steve Carver,807947,Bulletproof,4.03.1988 00:00,5,Gary Busey,1057,T.L. Lankford,1988,0,-0.8384106,-80
12000000,Metro-Goldwyn-Mayer (MGM),Henry Winkler,3965604,Memories of Me,7.10.1988 00:00,5.7,Billy Crystal,789,Eric Roth,1988,0,-0.669533,-70
1600000,Cinetel Films,Michael Schroeder,419428,Out of the Dark,5.05.1989 00:00,5.4,Cameron Dye,593,J. Greg De Felice,1988,0,-0.7378575,-70
7000000,Smart Egg Pictures,Armand Mastroianni,136203,Cameron's Closet,13.01.1989 00:00,4.9,Cotter Smith,704,Gary Brandner,1988,0,-0.980542429,-100
16400000,Touchstone Pictures,Peter Weir,95860116,Dead Poets Society,9.06.1989 00:00,8,Robin Williams,301100,Tom Schulman,1989,1,4.845129024,480
35000000,Warner Bros.,Tim Burton,251188924,Batman,23.06.1989 00:00,7.6,Michael Keaton,288860,Bob Kane,1989,1,6.1768264,620
11500000,Paramount Pictures,Mary Lambert,57469179,Pet Sematary,21.04.1989 00:00,6.6,Dale Midkiff,70178,Stephen King,1989,1,3.997319913,400
48000000,Paramount Pictures,Steven Spielberg,197171806,Indiana Jones and the Last Crusade,24.05.1989 00:00,8.3,Harrison Ford,566432,Jeffrey Boam,1989,1,3.107745958,310
40000000,Walt Disney Pictures,Ron Clements,111543479,The Little Mermaid,17.11.1989 00:00,7.6,Jodi Benson,188455,John Musker,1989,1,1.788586975,180
55000000,Warner Bros.,Andrey Konchalovskiy,63408614,Tango & Cash,22.12.1989 00:00,6.3,Sylvester Stallone,81242,Randy Feldman,1989,1,0.152883891,20
17000000,Silver Pictures,Rowdy Herrington,30050028,Road House,19.05.1989 00:00,6.5,Patrick Swayze,47394,R. Lance Hill,1989,1,0.767648706,80
27000000,Warner Bros.,Jeremiah S. Chechik,71320000,National Lampoon's Christmas Vacation,1.12.1989 00:00,7.6,Chevy Chase,115848,John Hughes,1989,1,1.641481481,160
